college_id,university_id,college_name,university_name,college_type,state,district
C-39477,U-0003,"Shams-Ul-Uloom College of Education, Podili","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-36921,U-0003,Shivani Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39454,U-0003,"Siddhartha Institute of Pharmaceutical Sciences, Jonnalagadda","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-37210,U-0003,SIMS College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-41033,U-0003,"SIMS College of Life Sciences, Guntur","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32788,U-0003,SIMS College of Pharmacy,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32691,U-0003,S.K.B.R. Govt. College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32738,U-0003,S.K.R.B.R. College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32661,U-0003,S.K.S.V. Degree College for Women,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-42244,U-0003,S.L.V. College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32814,U-0003,S.M.P.A. Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-37217,U-0003,SMS & SMCMR College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39312,U-0003,"Smt. Koonapareddy Prameela Rani Degree College, Parchoor","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32685,U-0003,Smt. Sanagala Prameela Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32660,U-0003,S M Y College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32737,U-0003,S.N.B.T. Degree College for Women,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32622,U-0003,S.N.B.T.M. College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39263,U-0003,Sri Chaitanya College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39463,U-0003,Sri C.V. Raman College of Computer Science,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32715,U-0003,Sri Gayatri Vidya Parishad Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39447,U-0003,"Sri Gowtham College of Education, Darsi","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-41009,U-0003,"Sri Gowtham Degree College, Kandulapuram","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-41011,U-0003,"Sri Gowthami Degree College, Darsi","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-44486,U-0003,"Sri Harsha's Womens Degree College, Cumbum","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-41024,U-0003,"Sri Harshini Degree College, Martur","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-41023,U-0003,"Sri Harshini Degree College, Ongole","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-41010,U-0003,"Sri Jeevana Jyothi Degree College, Giddalur","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32774,U-0003,Sriji Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-42776,U-0003,"Sri Kakatiya Degree College, Predakurapadu","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32785,U-0003,Sri Kandula Obula Reddy Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39494,U-0003,Sri Karthikeya Degree College - Guntur,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32826,U-0003,Sri Mahaveer Memorial Jain Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32709,U-0003,Sri Majeti Guravaiah Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32640,U-0003,Sri Nagarjuna Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32647,U-0003,Sri Potti Sriramulu Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-41032,U-0003,Sri Prasannanjaneya Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32773,U-0003,Sri Prathidba Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39311,U-0003,"Sri Pratibha Degree College, Ongole","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39472,U-0003,"Sri Raja Rajeswari College of Education, Giddalur","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32668,U-0003,Sri Rama Krishna Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39296,U-0003,"Sri Sadhana Degree College, Markapur","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-44035,U-0003,Sri Sai Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-43770,U-0003,"Sri Sai Degree College, Repalle","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32648,U-0003,Sri Sarada Niketanam Oriental College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-42774,U-0003,"Sri Sidhartha Degree College, Bestavaripeta","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39476,U-0003,Sri Tatiparthi Venkata Reddy Memorial College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-41002,U-0003,Sri Vasavi Kanyaka Parameswari Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-42662,U-0003,Sri Venkateswara Balakuteer College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-37218,U-0003,Sri Venkateswara College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39492,U-0003,"Sri Venkateswara College of Education, Darsi","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32686,U-0003,Sri Venkateswara Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-44824,U-0003,"Sri Venkateswara Degree College, Guntur","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-41007,U-0003,"Sri Venkateswara Degree College, Nakirekallu","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-44108,U-0003,Sri Venkateswara & Sri Satyadev Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39302,U-0003,"Sri Vivekananda Degree College, Podili","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32627,U-0003,S.S. Arts & Science College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32759,U-0003,S.S. & N. College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32696,U-0003,S.S.N. Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-42705,U-0003,"S.S.N Degree College, Podili","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39493,U-0003,St. Anns College for Women,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-42777,U-0003,St. Ignatious Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32726,U-0003,St. John College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32752,U-0003,St. Joseph's College of Education for Women,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-37206,U-0003,St Mark NTR College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39464,U-0003,"St Mary's B.Ed College, Podili","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32659,U-0003,St. Paul's College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32706,U-0003,St. Peter & G. Krishna College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-41006,U-0003,"St. Theressa Degree College - Hotel Management, Tenali","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39456,U-0003,St. Xavier Institute of Pharmacy,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32824,U-0003,S.V. Arts & Science College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-41003,U-0003,"S.V.B.S Degree College, Komarole","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-42778,U-0003,"S.V.K.P. Arts, Science & Commerce College","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32795,U-0003,S.V.K.P. College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32805,U-0003,S.V.K.P. Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-44534,U-0003,"S.V.K.P P.G College, Cumbum","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32810,U-0003,S.V.R.M. College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-41211,U-0003,"Sweekaar College of Special Education (M.R), Guntur","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-41212,U-0003,"Sweekaar Degree College, Guntur","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32699,U-0003,Tarlapadu College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32791,U-0003,TCMT College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39239,U-0003,Thotakura RamaKotaiah College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-41005,U-0003,"Tiyyagura Sitarami Reddy Degree College, Piduguralla","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32708,U-0003,T.J.P.S. College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32822,U-0003,T.R.R. Govt. Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32744,U-0003,T.R.R. & S. Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32637,U-0003,"University COllege of Arts, Commerce and Law","Acharya Nagarjuna University, Guntur",Constituent / University College,Andhra Pradesh,Guntur
C-32695,U-0003,University College of Engineering & Technology,"Acharya Nagarjuna University, Guntur",Constituent / University College,Andhra Pradesh,Guntur
C-32766,U-0003,University College of Pharmaceutical Sciences,"Acharya Nagarjuna University, Guntur",Constituent / University College,Andhra Pradesh,Guntur
C-32653,U-0003,University College of Physical Education and Sports Sciences,"Acharya Nagarjuna University, Guntur",Constituent / University College,Andhra Pradesh,Guntur
C-32723,U-0003,University Collge of Architecture & Planning,"Acharya Nagarjuna University, Guntur",Constituent / University College,Andhra Pradesh,Guntur
C-32742,U-0003,University Collge of Sciences,"Acharya Nagarjuna University, Guntur",Constituent / University College,Andhra Pradesh,Guntur
C-39478,U-0003,"Vagdevi College of Pharmacy, Gurazala","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-41001,U-0003,"Vagdevi Degree College, Rentachintala","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32799,U-0003,Vasavi Degree College for Women,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39473,U-0003,"Vasavi MBA & MCA College, Kandulapuram","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-37213,U-0003,Vellanki College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32621,U-0003,Venigalla Jayasri Ram College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39465,U-0003,"Venkateswara College of Eduation, Besthavaripeta","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39488,U-0003,"Victoria College of Pharmacy, Nallapadu","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-40607,U-0003,"Vidya Kendran Degree College, Sattenapalli","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-42744,U-0003,"Vignan Degree College, Chemakurthi","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32750,U-0003,"Vignan Degree College, Guntur","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-42246,U-0003,"Vijaya Jyothi Degree College, Mangalagiri","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-41022,U-0003,Vijayateja Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-44106,U-0003,"Vikas Degree College, Macherla","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32638,U-0003,Vinukonda B.Ed. College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32684,U-0003,Vision Institute of Sciences & Technology,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32651,U-0003,Viveka Arts & Science Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-44487,U-0003,"Viveka College of Education, Vaddesangam","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39455,U-0003,"Vivekananda College of Education, Kandukur","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-42708,U-0003,"VJ&BL Degree College, Mangalagiri","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32639,U-0003,V.R.S. & Y.R.N. College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32820,U-0003,V.S.R. & A.M. Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32705,U-0003,V.S.R. & N.V.R. College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32623,U-0003,V.T.J.M. & I.V.T.R. Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32753,U-0003,V.V. & M. College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-37216,U-0003,Vyshnavi College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-41018,U-0003,"Vyshnavi Degree College, Thripurantakam","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32734,U-0003,Y.A. Govt. College for Women,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39482,U-0003,"Yaswanth College of Education,Bestavaripeta","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-26378,U-0004,"Agricultultural College, Bapatla","Acharya NG Ranga Agricultural University, Hyderabad",Constituent / University College,Andhra Pradesh,Guntur
C-26380,U-0004,"Agricultural College, Aswaraopet","Acharya NG Ranga Agricultural University, Hyderabad",Constituent / University College,Telangana,Khammam
C-26376,U-0004,"Agricultural College, Jagtial","Acharya NG Ranga Agricultural University, Hyderabad",Constituent / University College,Telangana,Karimnagar
C-26377,U-0004,"Agricultural College, Mahanandi","Acharya NG Ranga Agricultural University, Hyderabad",Constituent / University College,Andhra Pradesh,Kurnool
C-26375,U-0004,"Agricultural College, Naira","Acharya NG Ranga Agricultural University, Hyderabad",Constituent / University College,Andhra Pradesh,Srikakulam
C-26369,U-0004,"Agricultural College, Rajahmundry","Acharya NG Ranga Agricultural University, Hyderabad",Constituent / University College,Andhra Pradesh,East Godavari
C-26372,U-0004,"Collage of Agriculture, Rajendranagar","Acharya NG Ranga Agricultural University, Hyderabad",Constituent / University College,Telangana,Rangareddy
C-26373,U-0004,"College of Agricultural Engineering, Bapatla","Acharya NG Ranga Agricultural University, Hyderabad",Constituent / University College,Andhra Pradesh,Guntur
C-26381,U-0004,"College of Agricultural Engineering, Madakasira","Acharya NG Ranga Agricultural University, Hyderabad",Constituent / University College,Andhra Pradesh,Anantapur
C-26371,U-0004,"College of Food Science and Technology, Bapatla","Acharya NG Ranga Agricultural University, Hyderabad",Constituent / University College,Andhra Pradesh,Guntur
C-26379,U-0004,"College of Food Science and Technology, Pulivendula","Acharya NG Ranga Agricultural University, Hyderabad",Constituent / University College,Andhra Pradesh,Y.S.R.
C-26370,U-0004,"College of Home Science, Hyderabad","Acharya NG Ranga Agricultural University, Hyderabad",Constituent / University College,Telangana,Hyderabad
